id,name,host_id,location_id,number_of_reviews,occupancy,price,room_type,host_listings_count
15896,COZY HARLEM ROOM BY THE WATER - CREATIVE SPACE,31237380,15895,1,365,60,Private room,1
15897,Cozy room in new duplex apartment!!,70235809,15896,0,365,95,Private room,1
15898,Great Modern Studio in Chelsea!,49622928,15897,132,48,75,Entire home/apt,1
15899,LIVE HERE!! COZY STUDIO IN CHELSEA!,70244331,15898,198,96,100,Entire home/apt,1
15900,Gorgeous Studio in Doorman Luxury!,70251988,15899,27,348,100,Entire home/apt,1
15901,New York Space,33906660,15900,154,4,65,Private room,1
15902,Charming 1 BR in West Village,18975770,15901,5,348,200,Entire home/apt,2
15903,COZY APARTMENT NEXT TO CENTRAL PARK,1491770,15902,1,365,180,Entire home/apt,1
15904,5mn location from Manhattan midtown,33950089,15903,36,49,60,Private room,1
15905,Awesome deal,15445748,15904,6,28,33,Private room,1
15906,Bright and Airy Bedroom,1572315,15905,23,347,112,Private room,1
15907,Bright Loft-Like Apartment,70321716,15906,0,365,150,Entire home/apt,1
15908,"Amazing 1BR, heart of West Village",9679850,15907,39,365,230,Entire home/apt,1
15909,Cute Room in Downtown BK,7953376,15908,0,365,65,Private room,1
15910,Entire UWS Apartment for up to 6!,29417940,15909,2,365,375,Entire home/apt,2
15911,Private Room - West Village/Soho,7977178,15910,18,61,130,Private room,3
15912,Large Studio Seconds From NYC,70333355,15911,0,365,400,Entire home/apt,1
15913,Room 108th and central park west,51684417,15912,1,365,120,Private room,2
15914,1 bed room Presidential Suite,70342170,15913,0,7,900,Entire home/apt,1
15915,DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE,9293730,15914,12,40,150,Entire home/apt,16
15916,Beautiful summer sublet in Astoria,70358943,15915,0,365,40,Private room,1
15917,Brownstone apartment in Bed Stuy,26295451,15916,14,365,150,Private room,1
15918,Homey space in great neighborhood,817948,15917,1,365,30,Private room,1
15919,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,15918,1,42,191,Entire home/apt,87
15920,"West 33rd street, Lux 1bd Serviced Apartment",22541573,15919,5,21,219,Entire home/apt,87
15921,Bright Williamsburg Loft w Balcony,8636489,15920,14,365,250,Entire home/apt,1
15922,Loft Apartment in Williamsburg,1233402,15921,3,365,180,Entire home/apt,1
15923,2 bedroom Midtown West,51501835,15922,4,300,115,Entire home/apt,31
15924,MIDTOWN EAST PRIVATE ROOM,70382366,15923,0,365,145,Private room,1
15925,Stylish Loft in Times Square with Roof Deck,30368670,15924,29,365,399,Entire home/apt,2
15926,Charming and spacious Brooklyn apt,29959914,15925,3,365,52,Private room,1
15927,ENTIRE PLACE,70396243,15926,104,284,95,Entire home/apt,1
15928,HUGE Willamsburg Duplex Loft,4391441,15927,84,357,190,Entire home/apt,1
15929,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,70409953,15928,106,102,480,Entire home/apt,1
15930,Upper West Side 1BR next to subway/Central Park,70419222,15929,2,365,180,Entire home/apt,1
15931,Modern and Bright Studio Apt in Williamsburg,8534626,15930,3,365,150,Entire home/apt,1
15932,Holiday in Trendy Williamsburg Apt!,1909320,15931,6,1,150,Private room,3
15933,Greenwich Village| Private Queen room,70429659,15932,78,44,140,Private room,1
15934,Comfortable bedroom in spacious apt,11452065,15933,1,365,70,Private room,1
15935,Large bedroom in spacious & sunny Greenpoint Apt!,17204066,15934,21,361,70,Private room,1
15936,High FL - Gym Doorman Alcove Studio 5205,16098958,15935,1,40,197,Entire home/apt,96
15937,Luxury Hi-Rise in the Gramercy,807404,15936,0,365,310,Entire home/apt,1
15938,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,21315876,15937,28,187,128,Entire home/apt,2
15939,Amazing entire apt on tree-lined st,3948462,15938,4,365,150,Entire home/apt,1
15940,Room in Bushwick Bk available June,65459567,15939,0,365,26,Private room,1
15941,Lovely large 2BR Apartment Close to Subway,2629017,15940,54,301,75,Entire home/apt,1
15942,"Sixth Ave Chelsea, 1bd Serviced Apartment",22541573,15941,3,1,280,Entire home/apt,87
15943,Cozy West Village apartment,31757138,15942,0,365,93,Private room,1
15944,SkyView Massive 2 bed 2 bath 5174,16098958,15943,1,126,390,Entire home/apt,96
15945,HUGE AMAZING STUDIO/ FEEL LIKE HOME,1475015,15944,0,22,115,Entire home/apt,52
15946,"West 50th street, Lux 1bd Serviced Apartment",22541573,15945,3,7,256,Entire home/apt,87
15947,"Bright Luxury Studio, Central Loc.",16476167,15946,0,0,250,Entire home/apt,1
15948,Giant Sun-filled Chelsea Studio,70583598,15947,1,365,200,Entire home/apt,1
15949,Great Apartment for 2~ right next to subway~!,70594777,15948,4,365,150,Entire home/apt,1
15950,Cozy Budget Apt,63790712,15949,2,365,41,Private room,2
15951,Private Room in Hell's Kitchen,7560581,15950,0,365,100,Private room,1
15952,Upper West Side Room,70637655,15951,1,365,75,Private room,1
15953,Chelsea Flat steps from Herald Sq,70638431,15952,2,365,300,Entire home/apt,1
15954,Awesome 1 Bedroom for rent in BK,70640302,15953,3,365,50,Private room,1
15955,Beautiful Pre-War on Prospect Park,10259868,15954,0,365,85,Private room,1
15956,PARK SLOPE TOWNHOUSE,17984997,15955,0,264,475,Entire home/apt,1
15957,BR in large 2BR.,70651602,15956,4,365,50,Private room,1
15958,Elmhurst单房短租5/23-8/10交通便利,27885164,15957,0,365,50,Private room,1
15959,Artistic pad in East Williamsburg!,70674019,15958,117,228,179,Entire home/apt,2
15960,Cozy private bedroom with window,37782666,15959,59,282,72,Private room,1
15961,Cozy and relaxing East Village home,1411232,15960,3,365,150,Entire home/apt,1
15962,BayRidge Brooklyn Apartment,70686576,15961,1,365,110,Entire home/apt,1
15963,"Luxury Studio + Gym, Rooftop, Elevator!",70646170,15962,6,365,200,Entire home/apt,1
15964,Superior double Bedroom - Cozy & Comfy B6,20559017,15963,1,32,50,Private room,9
15965,Spacious and sunny room in Brooklyn,27634654,15964,5,365,35,Private room,2
15966,Medium sunny furnished room,16414492,15965,6,365,45,Private room,1
15967,Park Slope Townhouse,2286611,15966,6,365,195,Entire home/apt,1
15968,"Sunny studio on UWS, steps to park",5317451,15967,1,365,90,Entire home/apt,1
15969,Stunning Brooklyn loft in a church!,37241656,15968,27,365,325,Entire home/apt,1
15970,Nice Large Well-Lit Studio in Clinton Hill,4090856,15969,2,357,100,Entire home/apt,1
15971,Clean and bright bedroom in Soho,8255336,15970,5,296,85,Private room,2
15972,Cherry Hill House - Plum Room,2464187,15971,5,365,40,Private room,2
15973,Double bedroom in West Harlem,44665470,15972,3,365,80,Private room,1
15974,Charming West Village Apartment (Manhattan),21375734,15973,6,365,149,Private room,1
15975,"Bright, Clean & Family-friendly Apartment!",8635103,15974,1,365,67,Private room,1
15976,Renovated: 15min 4 Train ride to NYC-Crown Heights,25611454,15975,57,351,80,Private room,1
15977,Nice Room in Classic Williamsburg Loft,16300594,15976,16,365,80,Private room,3
15978,"Renovated 3BR, 2 Full Bath with Washer & Dryer",70058270,15977,27,94,275,Entire home/apt,4
15979,10 min from JFK and 30min to NYC,70827984,15978,63,298,123,Entire home/apt,1
15980,2 Bedrooms by Central Park & Trains,70828773,15979,1,365,179,Entire home/apt,1
15981,Family Friendly BK Townhome With Garden Oasis!,951917,15980,4,0,196,Entire home/apt,1
15982,Nice Room in Hell's Kitchen 2 Blocks to Times Sq.,67359538,15981,28,365,180,Private room,1
15983,Brownstone in Trendy Bed-Stuy,70839024,15982,0,365,500,Entire home/apt,1
15984,Lower East Side Apartment,26476746,15983,6,365,140,Entire home/apt,1
15985,Cozy Room in West Harlem NYC,20220930,15984,1,365,59,Private room,1
15986,1BR Hell's Kitchen w balcony & view,3988031,15985,6,365,200,Entire home/apt,1
15987,HANCOCK MASTER BEDROOM,758441,15986,2,23,165,Private room,4
15988,Sunny Williamsburg 2BR apartment,19393925,15987,0,365,230,Entire home/apt,1
15989,Comfy Room for May,28680349,15988,7,365,90,Private room,1
15990,"Amazing light, spacious & Modern",1289635,15989,4,349,200,Entire home/apt,1
15991,"New York City Brownstone, Hip and Historic Harlem",58782992,15990,56,24,450,Entire home/apt,2
15992,The Golden Hand in Harlem ☞ Bright + Modern 1BR,3718821,15991,44,269,120,Private room,1
15993,Flushing Spacious Room w/ 2 Queen Beds,65809485,15992,62,191,60,Private room,12
15994,Comfortable Sofa bed 15 minutes to Manhattan,69711528,15993,9,276,51,Shared room,2
15995,Newly Renovated Duplex Apartment,51716739,15994,80,79,200,Entire home/apt,3
15996,2BR Apt in East Village,406843,15995,33,285,250,Entire home/apt,2
15997,Penthouse studio 25min to Manhattan,14035480,15996,0,365,160,Entire home/apt,1
15998,Amazing Studio. Enjoy the best of the UWS!,71093679,15997,7,365,180,Entire home/apt,1
15999,Private Bedroom in Williamsburg,49836177,15998,1,365,66,Private room,1
16000,"Awesome, Clean & Cozy UWS Apartment",33419138,15999,1,365,180,Entire home/apt,1
16001,Cute studio/room in the East Village,36948675,16000,6,365,65,Private room,1
16002,COZY BEAUTIFUL STUDIO /GREAT CENTRAL LOCATION,1475015,16001,2,0,87,Entire home/apt,52
16003,"Large, sun-light room in Brownstone",14131713,16002,1,365,60,Private room,2
16004,Remodeled Brand New Brooklyn Apartment,1386468,16003,104,128,124,Entire home/apt,1
16005,True 2 bedroom apartment in the heart of the LES,71140140,16004,1,365,225,Entire home/apt,1
16006,1BR Apt. in Inwood (Manhattan),71152156,16005,1,365,77,Entire home/apt,1
16007,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",71150679,16006,57,238,79,Private room,2
16008,Sleek 1 bedroom apartment near Rockefeller Center!,30283594,16007,2,0,239,Entire home/apt,121
16009,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",71150679,16008,77,249,65,Private room,2
16010,DUMBO/Vinegar Hill Luxury Apartment,41134220,16009,0,95,170,Entire home/apt,1
16011,Sofa Bed Available in Midtown Manhattan,3664485,16010,0,365,30,Shared room,1
16012,Peaceful room in a lovely Brooklyn duplex,70181422,16011,4,365,72,Private room,4
16013,Huge + Cozy East Williamsburg Room,24747678,16012,5,365,75,Private room,1
16014,Artist Den Across from Park,15515731,16013,1,365,35,Private room,1
16015,Quiet artist apartment w/ backyard,69232570,16014,98,349,45,Private room,1
16016,Cozy Room in Upper West Side Near Central Park,24517762,16015,5,365,67,Private room,1
16017,LOFT in Chelsea,1413546,16016,1,129,700,Entire home/apt,2
16018,2 bedroom loft-like ground floor with patio,3710740,16017,49,365,150,Entire home/apt,2
16019,Comfortable 1-2 bed space close to trains,25733361,16018,2,365,115,Entire home/apt,1
16020,Suite with Private Gated Entrance,12160792,16019,107,290,150,Entire home/apt,1
16021,Private room w/ lush garden quiet area,2714164,16020,15,338,50,Private room,2
16022,Private room in Upper East Side,62172448,16021,1,365,60,Private room,2
16023,Cozy Room in the Big Apple,33622924,16022,116,13,50,Private room,4
16024,"large, affordable, clean,convenient",71211231,16023,2,365,34,Private room,1
16025,Charming 1 bed apt in Williansburg,23050317,16024,6,365,100,Entire home/apt,1
16026,Studio in prime UWS location,11363395,16025,0,365,125,Entire home/apt,1
16027,Room in 2BR Astoria apt (20min to Central Park),5226800,16026,0,365,100,Private room,1
16028,"Breathtaking, panoramic views of Downtown NYC/FiDi",71241926,16027,99,162,125,Entire home/apt,1
16029,Park front room in the heart of Bushwick L train,21262993,16028,2,365,45,Private room,1
16030,Bright clean apartment in East Village!,321386,16029,32,365,198,Entire home/apt,1
16031,PRIME EAST VILLAGE LARGE BEDROOM,4534893,16030,5,244,150,Private room,4
16032,"Clean, Simple, & Private Bedroom (near N/R train)",28370925,16031,89,365,39,Private room,4
16033,Apartment near Time Square,51501835,16032,4,26,150,Entire home/apt,31
16034,"COZY HOME, BEST LOCAL ACCESS!",11071244,16033,49,365,80,Private room,1
16035,"Spacious Haven in Wash Heights, A-train on block!",71188543,16034,2,365,46,Private room,1
16036,"1 bedroom apt, comforts of home, close to all..",71312760,16035,79,65,78,Entire home/apt,1
16037,Lovely Two Bedroom Apt in Prime North Williamsburg,28709982,16036,51,294,219,Entire home/apt,3
16038,HUGE UWS bedroom w/ private bath and great light!,30101336,16037,1,185,145,Private room,1
16039,Spacious Midtown Studio,37219626,16038,0,365,220,Entire home/apt,1
16040,Flatiron Oasis,71321195,16039,0,365,225,Entire home/apt,1
16041,Bright studio on great location,71315006,16040,0,365,2000,Entire home/apt,1
16042,Unique Artist's Apartment,9991075,16041,11,365,175,Entire home/apt,2
16043,Unique artist’s loft-heart of Wburg,160139,16042,42,47,220,Entire home/apt,1
16044,Airy and bright room. Prospect Park,25749667,16043,1,365,85,Shared room,1
16045,Huge Bedroom in Beautiful Brownstone w/ Private BR,5265824,16044,0,365,77,Private room,1
16046,BED FOR 1 IN LUXURIOUS PARK AVENUE FLAT,283395,16045,31,176,110,Private room,2
16047,Private Room for two guests in Cozy apartment,68139551,16046,60,19,58,Private room,3
16048,"Elegant 3 bed, 2 bath apt. on UWS",203039,16047,5,273,350,Entire home/apt,1
16049,Gorgeous Grand 2 BR LES Gem!,71382423,16048,104,160,329,Entire home/apt,1
16050,Private Room for Pair in the Cozy Apartament,68139551,16049,37,1,58,Private room,3
16051,Private room for pair,68139551,16050,30,1,60,Private room,3
16052,CrashPadsUSA Hotbeds for Airline Crew ONLY,63560790,16051,8,3,43,Shared room,2
16053,Prospect Park Brownstone,22846970,16052,46,365,88,Private room,1
16054,"Huge 1BR 5 min to Park, Train",71402091,16053,7,365,90,Entire home/apt,1
16055,"Nice,Safe&Quiet Great Value Room",45469626,16054,2,365,41,Private room,1
16056,Private bedroom in Brooklyn.,15246785,16055,36,285,65,Private room,1
16057,Spacious & Sunny Apartment in Bushwick,3454707,16056,0,365,95,Entire home/apt,1
16058,South Street Seaport Loft Studio,14885449,16057,2,365,160,Entire home/apt,1
16059,Stylish unique Loft in prime area of Brooklyn,727410,16058,18,354,140,Entire home/apt,1
16060,"East 82nd Street, Upper East Side/Yorkville 1bd",22541573,16059,1,18,169,Entire home/apt,87
16061,"Cosy, neat 1bed apt 5mins to Central Pk & Columbia",71499258,16060,2,361,115,Entire home/apt,1
16062,Artsy Home in the Heart of Bushwick,52498520,16061,20,0,67,Private room,1
16063,Beautiful room in a spacious Brooklyn duplex,70181422,16062,1,365,60,Private room,4
16064,"Private Room in Greenpoint, Brooklyn",183504,16063,9,33,45,Private room,1
16065,Private room in heart of LES,56752163,16064,3,365,60,Private room,2
16066,Gorgeous- 2 Bedroom Apartment,13347167,16065,2,46,142,Entire home/apt,29
16067,2 bed 2 bath in North Williamsburg,1477622,16066,3,365,350,Entire home/apt,1
16068,HUGE room for rent in AUGUST in HAMILTON HEIGHTS,6069897,16067,2,365,40,Private room,1
16069,Artist Apartment in Park Slope,21541169,16068,8,365,65,Private room,1
16070,Big Room in Brownstone Apartment!,4386682,16069,4,365,50,Private room,3
16071,HUGE lofty room & tall ceilings Bushwick/Ridgewood,4386682,16070,3,365,42,Private room,3
16072,,71552588,16071,0,0,130,Shared room,1
16073,Priv Rm w. Big Loft  Living Room across from FIT,6502531,16072,2,300,100,Private room,2
16074,Beautiful Studio on Tree-Lined St.,16436459,16073,30,317,175,Entire home/apt,1
16075,"Private, Quiet 2 BR in Heart of Times Square!",30045665,16074,80,153,399,Entire home/apt,1
16076,Furnished 1 Br Near Columbia,37194964,16075,0,365,110,Entire home/apt,1
16077,Spacious Bushwick bedroom,29268760,16076,0,365,45,Private room,1
16078,Cute small room in Astoria,2736755,16077,36,365,40,Private room,2
16079,Cozy Room with Window View near Times Square,49447536,16078,1,365,100,Private room,1
16080,"6BR, 4 Full Bath Duplex with Washer & Dryer",70058270,16079,33,106,575,Entire home/apt,4
16081,Cozy private bedroom close to Manhattan,2736755,16080,1,365,63,Private room,2
16082,Simple Luxury in Columbus Circle,7199306,16081,2,365,177,Entire home/apt,1
16083,Charming & Sunny Studio in the Heart of NYC,19726948,16082,145,172,158,Entire home/apt,1
16084,"Red Hook Beach House, Garden, Pool , Roof top",29210997,16083,11,359,400,Entire home/apt,1
16085,Bright Sunny Spacious Apt in Historic Neighborhood,124866,16084,18,363,90,Entire home/apt,1
16086,Sunny 1-bedroom apartment in the LES,1422833,16085,16,365,135,Entire home/apt,1
16087,"Charming, bright Williamsburg apt",71665510,16086,4,47,200,Entire home/apt,1
16088,All New Garden Apartment,1261588,16087,132,282,155,Entire home/apt,1
16089,Studio47 - bedroom in artists' loft,19866179,16088,1,365,100,Private room,1
16090,Mid Century Modern Greenwich Village 1 Bedroom,3807299,16089,5,327,315,Entire home/apt,1
16091,Share space in E Harlem,4112409,16090,52,18,45,Shared room,1
16092,Midtown Convenient Living Area Close to All,1475855,16091,0,365,125,Private room,1
16093,"Bedroom in Clean, Uptown Apartment",1921498,16092,17,223,49,Private room,3
16094,GROUP/ FAMILY LOFT SUITE,4852748,16093,1,1,220,Entire home/apt,6
16095,King suite with jacuzzi,4852748,16094,3,0,220,Private room,6
16096,Beach Bungalow 2,71717596,16095,50,325,100,Entire home/apt,1
16097,Cozy room in a beautiful and quite apartment,31996442,16096,3,365,70,Private room,1
16098,Fully Furnished 1 Bedroom UWS APT,10838145,16097,8,365,74,Entire home/apt,1
16099,The spot in chinatown,3059285,16098,3,365,290,Entire home/apt,1
16100,Second floor apartment,71754921,16099,0,365,100,Entire home/apt,1
16101,Private Bedroom and Bath in Spacious Duplex,42835213,16100,42,330,85,Private room,2
16102,"Real 1-BR Home in West Village, Central yet Quiet!",10458139,16101,81,280,199,Entire home/apt,1
16103,Williamsburg Private Bedrooom,71746226,16102,1,365,65,Private room,1
16104,"Private, cozy room in the heart of Crown Heights",23269902,16103,26,320,45,Private room,1
